xHead	yHead	tHead	xTail	yTail	tTail	xBody	yBody	tBody	curvature	areaBody	perimeterBody	headMajorAxisLength	headMinorAxisLength	headExcentricity	tailMajorAxisLength	tailMinorAxisLength	tailExcentricity	bodyMajorAxisLength	bodyMinorAxisLength	bodyExcentricity	imageNumber	id
455.789	1647.04	6.25517	431.319	1654.83	0.294887	446.172	1650.1	0.302711	0.000474222	381.5	247.522	12.0575	11.4389	0.316187	19.5583	11.6889	0.80176	29.4416	11.5467	0.919885	189	50
2615.9	844.897	4.44985	2612.8	824.191	5.31621	2614.49	835.499	4.87021	0.000386235	842.5	124.811	13.2338	12.2568	0.377106	12.8425	10.6742	0.556029	24.4504	11.82	0.875385	189	52
1703.99	48.8189	2.17622	1725.26	68.3676	2.28384	1714.8	58.7578	2.3647	7.50343e-05	527.5	272.836	17.2896	10.6929	0.785816	20.1893	11.0959	0.835431	34.3885	11.0899	0.946574	189	53
2655.04	859.23	1.26027	2643.94	893.004	1.24501	2649.44	876.28	1.2527	1.41995e-05	1309	184.853	19.6407	11.4723	0.811676	22.5122	10.3098	0.888969	41.345	10.8726	0.964803	189	54
454.822	1620.81	2.50693	485.062	1655.13	2.02469	469.39	1637.34	2.28737	0.0022382	527.5	285.948	25.957	5.77915	0.9749	26.9462	5.32084	0.980311	52.4087	8.3069	0.987359	189	56
1136.72	1239.3	2.15665	1151.92	1230.73	5.10058	1144.85	1234.71	3.65152	0.000607537	815.5	113.983	13.5992	10.0628	0.672659	13.2732	12.0088	0.425965	20.6644	13.3779	0.76216	190	0
1011.28	454.134	4.96552	1003.96	420.862	4.86635	1007.8	438.33	4.92637	0.001349	1273.5	182.61	20.5052	11.4243	0.830419	20.6452	10.447	0.862519	39.7423	10.9766	0.961102	190	45
428.528	1658.85	1.14065	414.105	1656.7	0.149291	422.851	1658	6.20873	8.99104e-05	233	111.74	8.21771	7.19218	0.483753	12.4219	4.1458	0.942662	17.0865	7.04643	0.911004	190	50
2614.28	834.187	4.45945	2611.6	812.265	5.20383	2613.01	823.824	4.8442	0.000391394	902	128.569	13.5403	12.3322	0.412905	13.7978	11.0305	0.600747	25.8061	11.9784	0.885746	190	52
1708.98	52.9628	1.67785	1725.98	68.6414	2.54954	1717.21	60.5481	2.41287	0.000177045	452	159.681	10.7667	9.37144	0.492327	16.4321	5.84431	0.934614	26.7657	8.36557	0.949902	190	53
2646.19	892.16	1.22823	2633.12	922.374	1.15247	2639.82	906.892	1.16432	4.65024e-05	1197.5	220.208	17.6165	12.3904	0.710855	25.125	10.2348	0.913269	39.3493	11.3799	0.957268	190	54
469.384	1638.87	2.49182	500.705	1671.18	2.12527	484.23	1654.18	2.33009	0.00111187	650	324.676	26.2273	7.71264	0.955784	29.1457	7.83059	0.963232	52.5535	9.1621	0.984686	190	56
1138.28	1237.16	2.07207	1151.6	1230.69	5.113	1145.21	1233.79	3.59355	0.000251469	685	101.74	13.3426	8.83095	0.749627	13.3634	9.64038	0.692515	17.4473	13.3219	0.64575	191	0
1006.9	435.38	4.94052	998.97	401.517	4.8835	1003.3	419.982	4.93598	0.00103042	869	307.279	18.9925	11.7615	0.785178	21.7866	11.2325	0.856847	40.1375	11.5171	0.957948	191	45
2612.33	822.151	4.61739	2609.6	798.698	5.12279	2611.06	811.27	4.8326	0.000407486	959	132.912	14.6674	12.2707	0.547817	14.1409	11.1492	0.615118	27.5241	11.924	0.901289	191	52
1727.47	63.1048	2.73351	1752.24	73.427	2.66569	1739.82	68.256	2.73474	3.22413e-05	938.5	151.782	15.0516	11.0221	0.680993	18.4731	9.62004	0.853704	31.6637	10.3485	0.945085	191	53
2632.73	923.706	1.24094	2618.79	952.767	1.00817	2625.75	938.241	1.11446	8.93129e-05	1272	178.995	18.1132	12.282	0.734998	22.3195	10.573	0.880679	38.0414	11.5906	0.952454	191	54
518.972	1688.43	5.29325	487.799	1656.73	5.68375	503.901	1673.1	5.48704	0.000212599	644.5	331.262	28.0503	8.71208	0.950545	27.1539	6.27755	0.97291	52.1084	9.16178	0.984422	191	57
1149.99	1230.29	1.99584	1138.42	1236.21	5.23163	1144.65	1233.02	0.477412	0.00016005	591	92.4264	13.3972	8.55407	0.769626	13.0093	7.61897	0.810561	15.2798	13.1869	0.505148	192	0
1001.14	414.67	4.89521	991.806	381.806	4.91276	996.879	399.663	4.97295	0.000215008	837.5	300.836	18.0999	11.8038	0.758093	22.8877	11.1012	0.874498	39.661	11.528	0.956825	192	45
2611.25	812.984	4.67532	2609.04	786.537	4.93092	2610.23	800.718	4.79806	0.000357148	1041.5	145.497	15.9476	12.1902	0.64475	15.9978	10.7238	0.742063	30.8715	11.5916	0.926831	192	52
1739.73	68.5331	2.55375	1767.05	77.404	2.86269	1753.01	72.8455	2.82436	4.78259e-05	655.5	266.35	13.693	11.091	0.58646	20.8359	10.866	0.853249	33.5967	11.0708	0.944148	192	53
2618.1	952.327	1.20857	2605.18	980.952	1.04992	2611.57	966.792	1.13896	6.53551e-05	1254	174.167	17.7592	12.2241	0.725403	20.4553	11.027	0.842257	36.7627	11.6777	0.948207	192	54
503.712	1674.6	2.4945	536.449	1702.5	2.22781	519.636	1688.16	2.40896	0.000498288	722	360.818	25.1997	8.74698	0.937826	30.2887	7.63621	0.967698	51.0052	9.1589	0.983746	192	56
1148.12	1229.18	2.12072	1137.99	1235.69	5.30978	1143.28	1232.28	0.568949	9.85423e-05	541	88.4264	13.2331	7.63934	0.81654	12.9791	7.25617	0.829123	14.1443	13.0803	0.380514	193	0
994.792	394.359	4.81026	985.789	365.67	5.14929	990.675	381.235	5.01967	0.00106006	753	267.421	15.6504	11.6538	0.667474	20.2728	12.4995	0.787305	34.8341	12.2044	0.936616	193	45
2610.27	804.493	4.72083	2609.48	776.145	4.84119	2609.91	791.336	4.74954	0.000305948	1103.5	153.154	16.4968	12.4912	0.653196	17.957	10.2929	0.819418	33.0802	11.5375	0.937206	193	52
1753.18	72.1885	3.81802	1773.08	82.4928	2.88296	1761.91	76.713	2.71211	9.98101e-05	501	151.882	11.1066	10.1114	0.413754	17.1559	5.90895	0.938813	26.041	9.27586	0.934409	193	53
2604.25	979.389	1.23985	2593.53	1008.27	1.1767	2598.8	994.083	1.2124	4.14576e-05	1191.5	165.782	17.2105	11.8737	0.723897	19.7473	10.8263	0.836321	35.9437	11.3342	0.948982	193	54
522.307	1690.61	2.59838	554.077	1717.65	2.32236	539.246	1705.03	2.4352	0.000648446	804.5	308.291	25.356	7.18036	0.959066	29.3529	8.67583	0.955321	49.7507	8.72782	0.984492	193	56
1146.25	1231.02	4.86192	1134.35	1232.57	1.6783	1140.75	1231.74	0.127821	0.000224217	550	91.2548	13.4954	7.93312	0.808977	13.1676	7.08656	0.84283	14.1249	13.3203	0.332701	194	0
986.662	370.868	4.9426	978.735	346.088	5.25819	982.916	359.154	5.03551	0.000959788	978.5	187.924	16.2566	11.4533	0.709672	17.2077	11.8728	0.723836	30.8072	11.8088	0.923618	194	45
2610.59	795.466	4.73167	2611.47	766.845	4.74454	2611	782.175	4.69188	0.000165635	1144	161.054	16.6565	12.8562	0.635809	18.8569	10.4581	0.832114	33.5966	11.7942	0.936355	194	52
1770.56	77.6402	2.87385	1796.57	82.5251	2.99518	1783.19	80.0114	2.96088	2.05577e-05	574	287.764	13.7515	12.2123	0.459705	21.1352	11.3674	0.843047	31.8277	11.7979	0.928761	194	53
2592.38	1006.52	1.18238	2584.26	1035.72	1.35297	2588.32	1021.12	1.30017	0.000293021	1190.5	167.782	16.8479	12.3348	0.681168	20.6191	10.5667	0.858705	35.6474	11.5144	0.946396	194	54
540.785	1706.06	2.61118	573.614	1730.82	2.36176	557.238	1718.46	2.48797	0.000563054	851	268.049	24.7732	7.49188	0.953175	28.6788	7.94084	0.960902	48.9758	8.3172	0.985475	194	56
1129.58	1229.59	1.37231	1143.12	1232.65	4.47099	1136.59	1231.17	2.91432	5.92937e-05	635	98.0833	13.3658	8.28681	0.784602	13.0946	9.2144	0.710516	16.4033	13.1968	0.593923	195	0
980.238	351.145	4.8541	971.39	321.395	4.9268	976.33	338.01	4.98907	0.000645412	635	297.907	15.1462	12.1128	0.600365	20.2179	13.6734	0.736626	35.4461	12.8546	0.931924	195	45
2611.39	788.51	4.70193	2613.38	760.862	4.62056	2612.29	776.033	4.64111	0.000285682	1055.5	196.61	16.1549	12.7634	0.613026	20.4805	11.1404	0.839116	33.0554	12.0403	0.931303	195	52
1782.63	80.3226	1.45777	1799.12	83.0455	4.42206	1790.97	81.697	2.98551	0.000365139	455.5	187.439	10.0243	9.03456	0.433272	12.4583	10.8522	0.491139	19.4671	11.2745	0.815214	195	53
2583.28	1035.79	1.20252	2575.43	1065.5	1.3866	2579.29	1050.9	1.31673	0.000331925	1204	172.853	17.0291	12.1971	0.697842	21.2208	10.6199	0.865767	36.2381	11.4684	0.948601	195	54
560.325	1722.13	2.4992	591.64	1745.16	2.54173	575.995	1733.65	2.51194	4.49408e-05	890.5	385.889	25.5591	12.353	0.875448	28.1667	12.3387	0.898946	47.2378	12.3172	0.965407	195	56
1137.69	1231.62	1.32996	1121.26	1227.92	4.57026	1130.02	1229.89	6.05575	0.000341549	752	108.569	13.1388	11.0292	0.543455	12.4921	10.2388	0.5729	19.8985	12.8085	0.765285	196	0
972.853	331.381	5.18319	972.303	303.486	5.03407	972.665	321.814	4.80288	0.00119414	430.5	185.095	11.7482	10.4353	0.459373	24.1848	5.06491	0.977825	31.2404	9.79303	0.949597	196	45
2612.26	784.941	4.77639	2612.99	757.597	4.5969	2612.6	772.442	4.67833	0.000310063	1055	192.368	16.149	12.6556	0.621166	20.4234	11.4395	0.828413	32.7613	12.1461	0.928734	196	52
1802.13	84.2634	2.98772	1827.41	86.0823	2.95958	1813.69	85.0953	3.04001	9.73826e-06	674	209.338	13.0589	10.4763	0.597009	23.9935	10.3147	0.902878	31.4775	10.4681	0.943083	196	53
2575.74	1068.2	1.2368	2566.37	1099.05	1.33844	2571.05	1083.66	1.28208	0.000166641	1193	173.196	17.7487	11.7212	0.750914	21.5644	10.0518	0.884716	37.7938	10.9229	0.957325	196	54
613.097	1759.15	5.75975	580.487	1733.52	5.80412	597.961	1747.26	5.65936	7.28731e-05	893	339.848	26.753	13.2713	0.868283	26.8402	7.51406	0.960013	49.1482	11.5005	0.972238	196	56
1129.98	1230.16	4.46559	1111.27	1225.6	4.99585	1121.36	1228.06	6.03607	0.000413509	848.5	116.326	13.1096	12.5936	0.277787	12.2628	11.6342	0.316058	22.749	12.6319	0.831669	197	0
965.993	308.419	4.80188	965.253	281.196	4.98232	965.722	298.41	4.78487	0.000886832	448.5	183.439	12.2267	10.2772	0.541725	21.1742	3.74144	0.984265	30.6676	8.87828	0.957178	197	45
2612.82	785.173	4.90204	2609.18	757.386	4.75586	2611.11	772.136	4.83467	0.000423533	1083.5	198.953	16.5661	12.481	0.657553	20.5703	11.7075	0.822238	33.541	12.1454	0.932137	197	52
1813.86	87.1683	2.25861	1832.65	88.4047	3.31805	1823.47	87.7997	3.0818	5.54269e-05	486.5	195.782	10.4306	9.40998	0.431421	14.074	11.721	0.553562	22.3882	10.9476	0.872289	197	53
2557.22	1133.57	4.41375	2567.22	1101.77	4.36911	2562.01	1118.34	4.40483	3.28223e-05	1048.5	221.723	20.3112	9.77185	0.876662	19.9454	10.7727	0.841594	38.9028	10.2426	0.964717	197	54
635.867	1772.95	5.73399	601.164	1747.11	5.85038	619.219	1760.55	5.67525	0.000190762	1023	348.333	25.1559	13.2073	0.851091	25.2317	8.76536	0.937719	49.9082	11.7389	0.971945	197	56
1121.55	1228.51	6.14377	1101.42	1222.67	5.81472	1112.07	1225.76	5.99897	0.000453591	922	124.569	13.4371	13.021	0.246929	12.9494	12.1287	0.350355	24.7255	12.6016	0.860375	198	0
959.43	287.613	4.78991	960.565	265.109	4.96947	959.886	278.553	4.71266	0.00098446	321.5	143.64	10.7013	9.82106	0.397167	15.9862	3.52783	0.975346	25.5364	8.3824	0.94459	198	45
2612.97	786.861	5.134	2602.41	759.889	5.02204	2607.97	774.095	5.08192	0.000383273	1170.5	164.267	17.297	12.5468	0.688355	19.0318	10.7889	0.823794	34.121	11.745	0.93889	198	52
1830.6	90.4514	2.25674	1855.19	92.2749	3.17438	1841.78	91.2816	3.07513	1.03079e-05	517.5	247.38	11.9707	10.6848	0.450891	19.6399	10.3206	0.8508	29.0897	10.9433	0.926542	198	53
2559.93	1134.58	1.27644	2547.19	1163.74	1.16059	2553.74	1148.74	1.1665	6.16264e-05	1026	191.48	16.9357	11.0347	0.758593	23.0186	8.60413	0.927513	37.615	9.95023	0.964378	198	54
658.892	1785.31	5.77116	623.389	1761.16	5.76609	641.576	1773.53	5.70277	9.37586e-06	1112.5	415.345	23.8943	12.7586	0.845508	26.1397	11.7034	0.894172	49.6436	12.3318	0.968656	198	56
1655.22	2174.06	2.46608	1651.92	2184.84	0.393463	1653.44	2179.86	1.21934	9.70362e-05	278	76.2843	7.85283	6.22414	0.609745	9.14799	6.76128	0.673597	13.3613	7.90798	0.806043	198	58
1114.66	1227.07	5.9806	1092.57	1220.16	5.90916	1104.36	1223.84	5.97684	8.48135e-05	1010.5	136.468	14.7093	12.9991	0.467982	14.0957	12.0583	0.517864	27.2095	12.5458	0.887357	199	0
954.5	266.996	3.8555	956.023	243.602	4.96941	955.076	258.149	4.70056	0.00106132	282	136.225	9.09293	8.42926	0.375029	18.1425	2.86961	0.987412	26.0528	7.80061	0.954123	199	45
2614.92	790.619	5.47272	2595.64	769.271	5.37455	2605.73	780.452	5.44115	8.19022e-05	1184.5	157.238	17.0492	12.6356	0.671365	18.3127	11.0827	0.796079	33.7091	11.9174	0.935421	199	52
1847.56	94.8375	3.14013	1867.42	97.6163	2.68061	1857.88	96.2823	2.97414	0.000574966	697.5	135.983	11.6817	10.5001	0.438258	14.1995	10.3704	0.683092	23.8015	10.6268	0.894796	199	53
2548.92	1169.03	1.28916	2536.26	1197.11	1.05268	2542.74	1182.75	1.14278	8.23646e-05	1124.5	167.924	17.3614	11.6298	0.742482	21.7231	9.61106	0.896801	36.4425	10.8156	0.954944	199	54
643.713	1772.77	2.6283	681.009	1796.16	2.56497	661.033	1783.63	2.58479	0.000120753	1222.5	367.948	24.1448	11.3992	0.881536	26.4782	12.8744	0.873834	50.6491	12.1039	0.971026	199	56
1651.93	2173.96	3.96146	1654.52	2153.24	4.8027	1653.08	2164.75	4.55935	0.000334159	640.5	139.154	13.953	10.232	0.679886	13.0702	8.09821	0.784922	24.3967	10.273	0.907023	199	58
1110.45	1225.9	5.93716	1086.55	1217.22	5.8873	1099.18	1221.81	5.93184	5.26543e-05	1100	143.054	15.8464	12.9565	0.575744	15.6971	11.8672	0.654555	29.8631	12.4329	0.909214	200	0
2616.47	793.222	5.89075	2590.27	780.83	5.73163	2604.34	787.483	5.83575	7.76325e-05	1229	158.853	17.6202	13.0315	0.673069	17.8372	11.4188	0.768236	33.8725	12.3313	0.93138	200	52
1865.57	99.3485	2.85488	1893.69	106.546	2.90926	1879.29	102.862	2.89309	1.44976e-05	655.5	287.865	13.2079	11.5549	0.484402	20.8556	10.552	0.86256	33.8071	11.0488	0.945087	200	53
2534.34	1200.96	1.09783	2522.6	1230.41	1.08778	2528.29	1216.14	1.17296	5.06579e-06	1067.5	236.208	17.9147	11.2254	0.779337	19.5785	10.4823	0.844599	36.8045	10.9077	0.955074	200	54
664.173	1783.72	2.66253	702.597	1807.5	2.56362	681.824	1794.65	2.59186	0.000277988	1201	398.333	24.6062	11.2489	0.889387	29.2172	12.1243	0.909835	52.4074	11.6996	0.974763	200	56
1651.85	2149.76	5.17231	1651.43	2126.14	4.64487	1651.66	2138.83	4.73857	0.000329235	899.5	157.296	14.3347	12.4401	0.496858	15.4481	10.1652	0.753	27.7437	11.6512	0.907544	200	58
1103.85	1222.55	5.80411	1079.61	1211.65	5.8115	1092.74	1217.55	5.8534	1.09205e-05	1157.5	153.782	16.5562	13.288	0.596521	16.2269	11.7686	0.688487	31.1349	12.5939	0.91454	201	0
903.663	269.438	3.51303	925.327	261.98	3.50774	915.74	265.28	3.48236	2.93888e-06	229.5	191.238	12.6342	5.0647	0.916135	15.7495	6.03035	0.923794	26.94	5.58185	0.9783	201	45
2616.01	793.672	0.0103492	2586.7	791.927	6.09511	2602.26	792.854	6.21848	0.000388718	1280	163.882	17.9111	13.2266	0.674297	17.9205	11.9233	0.746534	34.3171	12.6741	0.929301	201	52
1886.38	106.534	2.90934	1915.67	114.624	2.82473	1900.53	110.443	2.86639	3.45559e-05	690	264.451	14.6158	10.9204	0.66464	21.6951	10.4881	0.875383	35.4784	10.7007	0.953431	201	53
2519.61	1231.81	1.1318	2508.74	1261.5	1.20723	2514.02	1247.07	1.2122	5.67711e-05	1091	184.51	17.2682	11.0217	0.769818	20.1381	10.0197	0.867435	36.7622	10.5139	0.95823	201	54
686.38	1795.88	2.57892	719.846	1819.31	2.68164	703.358	1807.78	2.55648	0.000185769	1383	411.446	24.8646	12.7584	0.85832	28.2897	14.5737	0.857095	48.7162	13.8993	0.958435	201	56
1649.97	2122.81	4.94809	1648.41	2096.57	4.65257	1649.24	2110.5	4.77309	0.000301772	1067	164.225	15.9322	12.5904	0.61279	16.1468	11.2147	0.719445	30.6929	12.0379	0.919878	201	58
1096.28	1217.85	5.69971	1072.93	1204.83	5.70398	1085.46	1211.82	5.76484	1.05257e-05	1179.5	152.61	16.3583	13.5492	0.560323	16.6526	11.8092	0.705057	31.3342	12.7632	0.913284	202	0
956.988	250.03	0.460613	936.428	259.303	0.334829	947.05	254.511	0.417357	5.0883e-05	362	131.882	14.0439	5.52973	0.919219	14.0378	5.29519	0.926128	26.5326	5.42307	0.978889	202	45
2613.48	794.182	0.382708	2585.12	802.793	0.162872	2600	798.275	0.289093	1.78697e-05	1282	164.368	17.7749	13.1814	0.670874	18.4461	11.7706	0.769949	34.6558	12.5899	0.931679	202	52
1909.61	114.113	2.94565	1936.75	121.537	2.7692	1922.69	117.69	2.86261	0.000102308	960.5	158.953	15.4587	11.3656	0.677822	19.8265	8.89747	0.893649	33.1821	10.3084	0.950521	202	53
2505.21	1262.2	1.15147	2496.7	1292.39	1.31197	2500.78	1277.91	1.28636	0.000229612	1041	176.368	17.763	10.3834	0.811354	19.8657	9.81972	0.869288	36.5459	10.1611	0.96057	202	54
707.369	1808.48	2.51173	740.992	1831.59	2.66409	723.898	1819.84	2.55442	0.000243719	1394.5	425.002	24.9777	13.9403	0.829767	28.9053	14.5362	0.864351	48.8482	14.3735	0.955729	202	56
1649.7	2094.84	4.85974	1649.94	2067.21	4.58192	1649.82	2081.79	4.70501	0.000194134	1093.5	152.811	16.8707	12.0785	0.698152	17.1954	10.7867	0.778779	32.357	11.576	0.933814	202	58
1087.75	1211.24	5.54611	1066.01	1196.17	5.63768	1077.85	1204.36	5.66776	0.000564628	1171	154.024	16.1228	13.7997	0.517123	16.5923	11.6517	0.711943	30.9879	12.8656	0.909739	203	0
951.155	239.03	2.00926	978.05	245.033	3.68026	965.361	242.2	2.98494	0.000329804	591	252.108	19.5495	9.23096	0.881499	21.7227	6.16155	0.958929	31.5088	15.9	0.863341	203	45
2609.52	796.133	0.734794	2585.07	813.97	0.512961	2597.95	804.571	0.627143	3.93752e-05	1270	163.823	17.9342	12.901	0.694649	18.7496	11.3297	0.796786	35.2934	12.2542	0.937788	203	52
1929.3	122.558	2.4836	1950.82	129.092	2.88337	1940.05	125.821	2.84574	4.7578e-05	586.5	228.894	11.9119	11.3474	0.304184	15.5403	12.2418	0.616001	26.3794	11.8105	0.894176	203	53
2493.9	1292.93	1.14816	2485.51	1322.42	1.45032	2489.74	1307.55	1.30787	0.000694385	1111	190.853	16.7814	11.8604	0.707456	21.1614	9.77449	0.886931	36.0193	11.0967	0.951361	203	54
727.815	1821	2.51357	762.187	1845	2.59794	745.041	1833.04	2.53953	0.000112551	1346.5	468.458	24.9012	14.0478	0.825679	28.9263	14.6657	0.861945	49.8464	14.3931	0.957405	203	56
1653.24	2066.28	4.56188	1656.61	2039.35	4.56838	1654.79	2053.84	4.58414	1.01855e-05	1086	153.74	16.1423	12.7743	0.611362	18.0964	10.4376	0.816901	31.9851	11.7271	0.930362	203	58
1079.64	1203.89	5.40228	1060.08	1186.62	5.54355	1070.69	1195.98	5.55199	0.000590902	1171.5	151.095	15.8896	13.9597	0.477673	16.509	11.7933	0.699781	30.5895	13.015	0.904971	204	0
992.596	240.669	3.19583	1014.09	228.935	3.85492	1004.09	234.402	3.63056	0.0010251	333	161.196	13.577	4.78184	0.935924	15.107	5.92516	0.919874	28.0299	6.87221	0.969479	204	45
2604.06	800.664	1.02165	2585.63	824.571	0.836988	2594.91	812.536	0.91109	4.95938e-05	1250	163.823	17.1988	12.7159	0.673322	19.9102	11.1816	0.827406	35.4135	12.0123	0.940714	204	52
1954.85	131.646	2.38994	1984.56	141.375	3.09424	1968.36	136.07	2.83772	1.15851e-05	588	254.108	14.0552	9.98478	0.703799	19.5643	9.2996	0.879804	35.1035	10.573	0.953562	204	53
2484.14	1324.87	1.03338	2475.26	1357.13	1.40662	2479.5	1341.73	1.30005	0.000482417	1189.5	211.924	17.799	11.4308	0.766524	21.7978	10.4924	0.876527	38.8365	11.294	0.956781	204	54
1659.39	2037.87	4.4083	1665.23	2012.18	4.56263	1662.12	2025.87	4.4914	0.000394213	1091	149.397	15.7864	12.8947	0.576882	16.7982	11.0374	0.753839	30.8962	12.0685	0.920555	204	58
786.084	1862.05	5.74354	749.946	1835.07	5.68606	768.704	1849.07	5.65527	0.000121679	1626.5	382.375	24.7243	13.712	0.832121	26.9687	14.1829	0.850545	51.933	14.0035	0.96296	204	59
947.091	235.844	0.101055	941.045	223.933	3.8792	944.623	230.961	5.17621	0.00106429	204.5	125.782	9.53391	5.89223	0.786155	13.2188	8.05249	0.793041	15.057	10.8097	0.696124	204	60
1981.34	44.0705	0.890084	1967.76	57.6761	0.482572	1975.21	50.2094	0.780031	7.69004e-05	222	131.196	11.9521	4.55999	0.924359	10.8385	6.4625	0.802797	22.2332	5.78167	0.965596	204	61
1072.79	1195.93	5.08616	1055.73	1177.03	5.46021	1064.76	1187.04	5.43764	0.000467448	1176.5	148.61	15.4727	14.0509	0.418731	16.3552	12.3254	0.657328	29.9172	13.3473	0.894962	205	0
1021.44	225.353	3.37218	1043.28	214.569	3.73747	1032	220.14	3.6046	0.000549043	361	158.024	12.6698	5.86282	0.886494	17.4093	5.46027	0.949542	28.562	6.11265	0.976831	205	45
2599.67	807.254	1.26052	2587.68	834.63	1.0669	2593.53	821.26	1.15153	9.16968e-05	1214.5	164.267	16.6422	12.3929	0.667437	20.1334	11.1397	0.832985	35.1123	11.8146	0.94169	205	52
1984.57	139.062	2.86228	2010.92	148.511	2.87131	1997.65	143.755	2.81166	2.78486e-06	975.5	158.61	15.6648	11.1077	0.705122	19.214	9.45156	0.870646	32.9981	10.3269	0.949768	205	53
2475.73	1360.88	1.17046	2464.39	1395.78	1.43812	2470.21	1377.88	1.27303	0.000466831	1168	237.279	18.8935	11.2786	0.802274	23.192	10.3433	0.89504	42.2193	11.1335	0.964603	205	54
769.828	1847	2.49695	805.334	1873.99	2.53992	787.306	1860.28	2.49779	5.459e-05	1399	433.73	25.4538	13.9472	0.836517	27.7949	13.9903	0.864089	51.9365	13.9617	0.96319	205	56
1666.02	2010.52	4.3319	1671.58	1986.09	4.66746	1668.63	1999.07	4.49208	0.000447076	1000	141.054	15.3411	12.1164	0.613371	15.351	10.9603	0.700168	29.2797	11.6802	0.916986	205	58
1968.15	58.3902	1.043	1954.33	82.6616	0.728472	1961.47	70.1435	1.01965	0.000106647	495.5	291.321	16.3306	11.8889	0.685559	17.1103	9.17866	0.843938	32.3877	11.0544	0.939949	205	61
1067.16	1187.7	4.92674	1052.3	1166.86	5.38429	1060.16	1177.88	5.32683	0.000431522	1203	150.853	15.518	14.3401	0.382164	16.6391	12.4642	0.662465	30.1033	13.5748	0.892555	206	0
1050.04	210.569	3.38084	1071.78	200.754	3.53696	1061.83	205.244	3.54327	0.000137633	383.5	155.782	13.8826	5.18722	0.92757	15.7168	6.23538	0.917934	27.9995	5.92073	0.977387	206	45
2597.31	813.614	1.54518	2592.61	843.15	1.30837	2594.97	828.306	1.40858	0.000221786	1220	171.196	17.2536	12.4643	0.691457	19.8944	11.1336	0.828741	35.1806	11.9061	0.940992	206	52
2008.3	145.648	2.61019	2034.92	156.126	2.84108	2020.39	150.411	2.76918	4.16267e-05	569	302.392	14.5519	11.3296	0.627564	21.7211	13.6745	0.77696	33.7402	12.4958	0.928891	206	53
2465.57	1395.64	1.28048	2453.34	1428.02	1.21812	2459.46	1411.82	1.21586	4.24714e-05	1229.5	219.037	18.8506	11.601	0.7882	23.9775	10.1619	0.905752	40.7668	10.8958	0.963621	206	54
790.524	1859.22	2.61303	826.955	1888.63	2.40385	808.529	1873.75	2.47058	0.000530738	1360	328.676	25.7008	10.5582	0.911719	28.0388	10.4757	0.927585	53.9126	10.8218	0.979647	206	56
1669.46	1984.19	4.4081	1672.79	1959.94	4.76857	1670.94	1973.39	4.5842	0.000328404	892	136.569	14.6332	11.8742	0.584416	15.3331	9.35553	0.792283	28.4923	10.954	0.923144	206	58
1935.92	108.315	4.13438	1949.91	83.9706	4.24944	1942.71	96.5047	4.18937	0.000160991	880.5	182.066	17.1707	9.45306	0.834812	16.2167	10.139	0.780451	32.6267	9.79794	0.953844	206	61
1064.9	1183.49	4.73601	1053.76	1160.79	5.22274	1059.76	1173.02	5.1603	0.000440364	1188	148.853	15.6308	14.2374	0.412724	16.1199	12.4814	0.632833	29.7068	13.5826	0.889352	207	0
1079.34	195.977	3.41959	1102.6	188.557	3.53232	1090.83	192.309	3.45938	7.99588e-05	430.5	179.924	13.4956	7.45507	0.833573	16.2119	6.17965	0.924501	28.5823	6.86228	0.970751	207	45
2596.38	821.918	1.69573	2598.4	851.913	1.56633	2597.4	837.029	1.63229	0.000397039	1216.5	164.811	16.9881	12.456	0.679991	20.3147	11.003	0.840617	35.4071	11.7584	0.943247	207	52
2032.8	151.894	2.67651	2056.98	166.844	2.78621	2043.38	158.426	2.63373	2.5637e-05	524.5	199.238	12.6677	10.0011	0.613755	23.843	6.54688	0.961563	33.5748	9.02833	0.963167	207	53
2454.23	1429.27	1.10993	2441.45	1462.12	1.20195	2447.81	1445.77	1.19346	7.47986e-05	1171	206.995	18.6346	11.128	0.802118	22.0328	9.59298	0.900239	40.72	10.3941	0.966873	207	54
809.931	1874	2.6571	846.37	1903.51	2.37368	827.18	1887.98	2.4687	0.00101863	1409.5	333.605	25.2235	11.8757	0.882229	28.4253	10.1254	0.934406	53.8416	11.6014	0.97651	207	56
1669.36	1957.01	4.73415	1669.64	1933.13	4.71404	1669.49	1946.18	4.70338	0.000604053	945	136.912	14.3922	12.6112	0.481858	15.4914	10.4093	0.740606	28.0484	11.6255	0.910059	207	58
1932.73	109.849	0.927434	1918.76	135.203	1.15134	1925.52	122.913	1.06906	0.000361134	908.5	198.551	16.8581	10.5887	0.778127	19.6449	8.89525	0.891611	34.2159	9.85869	0.957591	207	61
1062.79	1177.79	4.46476	1057.1	1153.07	5.04672	1060.12	1166.16	4.93226	0.000451234	1214	148.711	15.743	14.2789	0.421131	16.1473	12.8501	0.605555	29.8202	13.7956	0.886554	208	0
1110.29	186.738	3.28657	1132.06	180.028	3.47659	1121.57	183.262	3.43152	0.000207332	385	158.368	13.2249	5.84418	0.89706	15.8567	6.0861	0.923408	27.0294	6.05939	0.974548	208	45
2597.74	832.685	1.86684	2604.07	861.702	1.70037	2600.88	847.054	1.77915	0.000477208	1212.5	167.296	16.8515	12.736	0.654824	20.0912	10.9531	0.838326	34.9745	11.9161	0.940169	208	52
